"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"3086",2013,"Cyprus","Males","Total","From 15 to 64 years","Active persons","Thousand",221200,"cy"
"3092",2013,"Cyprus","Females","Total","From 15 to 64 years","Active persons","Thousand",203900,"cy"
"3098",2013,"Latvia","Total","Total","From 15 to 64 years","Active persons","Thousand",985900,"lv"
"3104",2013,"Latvia","Males","Total","From 15 to 64 years","Active persons","Thousand",491200,"lv"
"3110",2013,"Latvia","Females","Total","From 15 to 64 years","Active persons","Thousand",494700,"lv"
"3116",2013,"Lithuania","Total","Total","From 15 to 64 years","Active persons","Thousand",1436400,"lt"
"3122",2013,"Lithuania","Males","Total","From 15 to 64 years","Active persons","Thousand",715700,"lt"
"3128",2013,"Lithuania","Females","Total","From 15 to 64 years","Active persons","Thousand",720700,"lt"
"3134",2013,"Luxembourg","Total","Total","From 15 to 64 years","Active persons","Thousand",250900,"lu"
"3140",2013,"Luxembourg","Males","Total","From 15 to 64 years","Active persons","Thousand",139200,"lu"
"3146",2013,"Luxembourg","Females","Total","From 15 to 64 years","Active persons","Thousand",111700,"lu"
"3152",2013,"Hungary","Total","Total","From 15 to 64 years","Active persons","Thousand",4300200,"hu"
"3158",2013,"Hungary","Males","Total","From 15 to 64 years","Active persons","Thousand",2323500,"hu"
"3164",2013,"Hungary","Females","Total","From 15 to 64 years","Active persons","Thousand",1976700,"hu"
"3170",2013,"Malta","Total","Total","From 15 to 64 years","Active persons","Thousand",190400,"mt"
"3176",2013,"Malta","Males","Total","From 15 to 64 years","Active persons","Thousand",117000,"mt"
"3182",2013,"Malta","Females","Total","From 15 to 64 years","Active persons","Thousand",73400,"mt"
"3188",2013,"Netherlands","Total","Total","From 15 to 64 years","Active persons","Thousand",8742500,"nl"
"3194",2013,"Netherlands","Males","Total","From 15 to 64 years","Active persons","Thousand",4663100,"nl"
"3200",2013,"Netherlands","Females","Total","From 15 to 64 years","Active persons","Thousand",4079400,"nl"
"3206",2013,"Austria","Total","Total","From 15 to 64 years","Active persons","Thousand",4261100,"at"
"3212",2013,"Austria","Males","Total","From 15 to 64 years","Active persons","Thousand",2257100,"at"
"3218",2013,"Austria","Females","Total","From 15 to 64 years","Active persons","Thousand",2004000,"at"
"3224",2013,"Poland","Total","Total","From 15 to 64 years","Active persons","Thousand",17101300,"pl"
"3230",2013,"Poland","Males","Total","From 15 to 64 years","Active persons","Thousand",9409200,"pl"
"3236",2013,"Poland","Females","Total","From 15 to 64 years","Active persons","Thousand",7692000,"pl"
"3242",2013,"Portugal","Total","Total","From 15 to 64 years","Active persons","Thousand",5009800,"pt"
"3248",2013,"Portugal","Males","Total","From 15 to 64 years","Active persons","Thousand",2550100,"pt"
"3254",2013,"Portugal","Females","Total","From 15 to 64 years","Active persons","Thousand",2459700,"pt"
"3260",2013,"Romania","Total","Total","From 15 to 64 years","Active persons","Thousand",8831800,"ro"
"3266",2013,"Romania","Males","Total","From 15 to 64 years","Active persons","Thousand",5020700,"ro"
"3272",2013,"Romania","Females","Total","From 15 to 64 years","Active persons","Thousand",3811000,"ro"
"3278",2013,"Slovenia","Total","Total","From 15 to 64 years","Active persons","Thousand",989900,"si"
"3284",2013,"Slovenia","Males","Total","From 15 to 64 years","Active persons","Thousand",535700,"si"
"3290",2013,"Slovenia","Females","Total","From 15 to 64 years","Active persons","Thousand",454200,"si"
"3296",2013,"Slovakia","Total","Total","From 15 to 64 years","Active persons","Thousand",2703300,"sk"
"3302",2013,"Slovakia","Males","Total","From 15 to 64 years","Active persons","Thousand",1498300,"sk"
"3308",2013,"Slovakia","Females","Total","From 15 to 64 years","Active persons","Thousand",1205000,"sk"
"3314",2013,"Finland","Total","Total","From 15 to 64 years","Active persons","Thousand",2621800,"fi"
"3320",2013,"Finland","Males","Total","From 15 to 64 years","Active persons","Thousand",1349500,"fi"
"3326",2013,"Finland","Females","Total","From 15 to 64 years","Active persons","Thousand",1272400,"fi"
"3332",2013,"Sweden","Total","Total","From 15 to 64 years","Active persons","Thousand",4963200,"se"
"3338",2013,"Sweden","Males","Total","From 15 to 64 years","Active persons","Thousand",2592300,"se"
"3344",2013,"Sweden","Females","Total","From 15 to 64 years","Active persons","Thousand",2370900,"se"
"3350",2013,"Iceland","Total","Total","From 15 to 64 years","Active persons","Thousand",175000,"is"
"3356",2013,"Iceland","Males","Total","From 15 to 64 years","Active persons","Thousand",91100,"is"
"3362",2013,"Iceland","Females","Total","From 15 to 64 years","Active persons","Thousand",83900,"is"
"3368",2013,"Norway","Total","Total","From 15 to 64 years","Active persons","Thousand",2611400,"no"
"3374",2013,"Norway","Males","Total","From 15 to 64 years","Active persons","Thousand",1372000,"no"
"3380",2013,"Norway","Females","Total","From 15 to 64 years","Active persons","Thousand",1239400,"no"
"3386",2013,"Switzerland","Total","Total","From 15 to 64 years","Active persons","Thousand",4463600,"ch"
"3392",2013,"Switzerland","Males","Total","From 15 to 64 years","Active persons","Thousand",2393400,"ch"
"3398",2013,"Switzerland","Females","Total","From 15 to 64 years","Active persons","Thousand",2070200,"ch"
"3404",2013,"Montenegro","Total","Total","From 15 to 64 years","Active persons","Thousand",248700,"me"
"3410",2013,"Montenegro","Males","Total","From 15 to 64 years","Active persons","Thousand",137200,"me"
"3416",2013,"Montenegro","Females","Total","From 15 to 64 years","Active persons","Thousand",111500,"me"
"3422",2013,"Serbia","Total","Total","From 15 to 64 years","Active persons","Thousand",2838900,"rs"
"3428",2013,"Serbia","Males","Total","From 15 to 64 years","Active persons","Thousand",1606000,"rs"
"3434",2013,"Serbia","Females","Total","From 15 to 64 years","Active persons","Thousand",1232900,"rs"
"3440",2013,"Turkey","Total","Total","From 15 to 64 years","Active persons","Thousand",27290300,"tr"
"3446",2013,"Turkey","Males","Total","From 15 to 64 years","Active persons","Thousand",18936700,"tr"
"3452",2013,"Turkey","Females","Total","From 15 to 64 years","Active persons","Thousand",8353600,"tr"
"3458",2014,"Belgium","Total","Total","From 15 to 64 years","Active persons","Thousand",4920400,"be"
"3464",2014,"Belgium","Males","Total","From 15 to 64 years","Active persons","Thousand",2643900,"be"
"3470",2014,"Belgium","Females","Total","From 15 to 64 years","Active persons","Thousand",2276500,"be"
"3476",2014,"Bulgaria","Total","Total","From 15 to 64 years","Active persons","Thousand",3308700,"bg"
"3482",2014,"Bulgaria","Males","Total","From 15 to 64 years","Active persons","Thousand",1763100,"bg"
"3488",2014,"Bulgaria","Females","Total","From 15 to 64 years","Active persons","Thousand",1545600,"bg"
"3494",2014,"Czechia","Total","Total","From 15 to 64 years","Active persons","Thousand",5205900,"cz"
"3500",2014,"Czechia","Males","Total","From 15 to 64 years","Active persons","Thousand",2914300,"cz"
"3506",2014,"Czechia","Females","Total","From 15 to 64 years","Active persons","Thousand",2291600,"cz"
"3512",2014,"Denmark","Total","Total","From 15 to 64 years","Active persons","Thousand",2831300,"dk"
"3518",2014,"Denmark","Males","Total","From 15 to 64 years","Active persons","Thousand",1481800,"dk"
"3524",2014,"Denmark","Females","Total","From 15 to 64 years","Active persons","Thousand",1349500,"dk"
"3530",2014,"Estonia","Total","Total","From 15 to 64 years","Active persons","Thousand",648400,"ee"
"3536",2014,"Estonia","Males","Total","From 15 to 64 years","Active persons","Thousand",335600,"ee"
"3542",2014,"Estonia","Females","Total","From 15 to 64 years","Active persons","Thousand",312700,"ee"
"3548",2014,"Ireland","Total","Total","From 15 to 64 years","Active persons","Thousand",2199300,"ie"
"3554",2014,"Ireland","Males","Total","From 15 to 64 years","Active persons","Thousand",1193600,"ie"
"3560",2014,"Ireland","Females","Total","From 15 to 64 years","Active persons","Thousand",1005700,"ie"
"3566",2014,"Greece","Total","Total","From 15 to 64 years","Active persons","Thousand",4747100,"gr"
"3572",2014,"Greece","Males","Total","From 15 to 64 years","Active persons","Thousand",2646000,"gr"
"3578",2014,"Greece","Females","Total","From 15 to 64 years","Active persons","Thousand",2101100,"gr"
"3584",2014,"Spain","Total","Total","From 15 to 64 years","Active persons","Thousand",22813600,"es"
"3590",2014,"Spain","Males","Total","From 15 to 64 years","Active persons","Thousand",12276600,"es"
"3596",2014,"Spain","Females","Total","From 15 to 64 years","Active persons","Thousand",10537100,"es"
"3602",2014,"France","Total","Total","From 15 to 64 years","Active persons","Thousand",29121100,"fr"
"3608",2014,"France","Males","Total","From 15 to 64 years","Active persons","Thousand",15103200,"fr"
"3614",2014,"France","Females","Total","From 15 to 64 years","Active persons","Thousand",14017900,"fr"
"3620",2014,"Croatia","Total","Total","From 15 to 64 years","Active persons","Thousand",1867900,"hr"
"3626",2014,"Croatia","Males","Total","From 15 to 64 years","Active persons","Thousand",1002800,"hr"
"3632",2014,"Croatia","Females","Total","From 15 to 64 years","Active persons","Thousand",865000,"hr"
"3638",2014,"Italy","Total","Total","From 15 to 64 years","Active persons","Thousand",25039300,"it"
"3644",2014,"Italy","Males","Total","From 15 to 64 years","Active persons","Thousand",14327300,"it"
"3650",2014,"Italy","Females","Total","From 15 to 64 years","Active persons","Thousand",10712000,"it"
"3656",2014,"Cyprus","Total","Total","From 15 to 64 years","Active persons","Thousand",424500,"cy"
"3662",2014,"Cyprus","Males","Total","From 15 to 64 years","Active persons","Thousand",217500,"cy"
"3668",2014,"Cyprus","Females","Total","From 15 to 64 years","Active persons","Thousand",207000,"cy"
"3674",2014,"Latvia","Total","Total","From 15 to 64 years","Active persons","Thousand",965800,"lv"
"3680",2014,"Latvia","Males","Total","From 15 to 64 years","Active persons","Thousand",485700,"lv"
"3686",2014,"Latvia","Females","Total","From 15 to 64 years","Active persons","Thousand",480100,"lv"
"3692",2014,"Lithuania","Total","Total","From 15 to 64 years","Active persons","Thousand",1445500,"lt"
"3698",2014,"Lithuania","Males","Total","From 15 to 64 years","Active persons","Thousand",721200,"lt"
"3704",2014,"Lithuania","Females","Total","From 15 to 64 years","Active persons","Thousand",724200,"lt"
"3710",2014,"Luxembourg","Total","Total","From 15 to 64 years","Active persons","Thousand",258000,"lu"
"3716",2014,"Luxembourg","Males","Total","From 15 to 64 years","Active persons","Thousand",142500,"lu"
"3722",2014,"Luxembourg","Females","Total","From 15 to 64 years","Active persons","Thousand",115500,"lu"
"3728",2014,"Hungary","Total","Total","From 15 to 64 years","Active persons","Thousand",4412600,"hu"
"3734",2014,"Hungary","Males","Total","From 15 to 64 years","Active persons","Thousand",2384100,"hu"
"3740",2014,"Hungary","Females","Total","From 15 to 64 years","Active persons","Thousand",2028500,"hu"
"3746",2014,"Malta","Total","Total","From 15 to 64 years","Active persons","Thousand",198300,"mt"
"3752",2014,"Malta","Males","Total","From 15 to 64 years","Active persons","Thousand",120600,"mt"
"3758",2014,"Malta","Females","Total","From 15 to 64 years","Active persons","Thousand",77700,"mt"
"3764",2014,"Netherlands","Total","Total","From 15 to 64 years","Active persons","Thousand",8677000,"nl"
"3770",2014,"Netherlands","Males","Total","From 15 to 64 years","Active persons","Thousand",4637500,"nl"
"3776",2014,"Netherlands","Females","Total","From 15 to 64 years","Active persons","Thousand",4039500,"nl"
"3782",2014,"Austria","Total","Total","From 15 to 64 years","Active persons","Thousand",4278500,"at"
"3788",2014,"Austria","Males","Total","From 15 to 64 years","Active persons","Thousand",2260400,"at"
"3794",2014,"Austria","Females","Total","From 15 to 64 years","Active persons","Thousand",2018100,"at"
"3800",2014,"Poland","Total","Total","From 15 to 64 years","Active persons","Thousand",17152700,"pl"
"3806",2014,"Poland","Males","Total","From 15 to 64 years","Active persons","Thousand",9418500,"pl"
"3812",2014,"Poland","Females","Total","From 15 to 64 years","Active persons","Thousand",7734300,"pl"
"3818",2014,"Portugal","Total","Total","From 15 to 64 years","Active persons","Thousand",4976100,"pt"
"3824",2014,"Portugal","Males","Total","From 15 to 64 years","Active persons","Thousand",2522600,"pt"
"3830",2014,"Portugal","Females","Total","From 15 to 64 years","Active persons","Thousand",2453500,"pt"
"3836",2014,"Romania","Total","Total","From 15 to 64 years","Active persons","Thousand",8882700,"ro"
"3842",2014,"Romania","Males","Total","From 15 to 64 years","Active persons","Thousand",5060800,"ro"
"3848",2014,"Romania","Females","Total","From 15 to 64 years","Active persons","Thousand",3821900,"ro"
"3854",2014,"Slovenia","Total","Total","From 15 to 64 years","Active persons","Thousand",990600,"si"
"3860",2014,"Slovenia","Males","Total","From 15 to 64 years","Active persons","Thousand",534800,"si"
"3866",2014,"Slovenia","Females","Total","From 15 to 64 years","Active persons","Thousand",455800,"si"
"3872",2014,"Slovakia","Total","Total","From 15 to 64 years","Active persons","Thousand",2707100,"sk"
"3878",2014,"Slovakia","Males","Total","From 15 to 64 years","Active persons","Thousand",1500700,"sk"
"3884",2014,"Slovakia","Females","Total","From 15 to 64 years","Active persons","Thousand",1206400,"sk"
"3890",2014,"Finland","Total","Total","From 15 to 64 years","Active persons","Thousand",2617100,"fi"
"3896",2014,"Finland","Males","Total","From 15 to 64 years","Active persons","Thousand",1343500,"fi"
"3902",2014,"Finland","Females","Total","From 15 to 64 years","Active persons","Thousand",1273600,"fi"
"3908",2014,"Sweden","Total","Total","From 15 to 64 years","Active persons","Thousand",5004800,"se"
"3914",2014,"Sweden","Males","Total","From 15 to 64 years","Active persons","Thousand",2611600,"se"
"3920",2014,"Sweden","Females","Total","From 15 to 64 years","Active persons","Thousand",2393200,"se"
"3926",2014,"Iceland","Total","Total","From 15 to 64 years","Active persons","Thousand",177900,"is"
"3932",2014,"Iceland","Males","Total","From 15 to 64 years","Active persons","Thousand",92100,"is"
"3938",2014,"Iceland","Females","Total","From 15 to 64 years","Active persons","Thousand",85800,"is"
"3944",2014,"Norway","Total","Total","From 15 to 64 years","Active persons","Thousand",2630800,"no"
"3950",2014,"Norway","Males","Total","From 15 to 64 years","Active persons","Thousand",1380600,"no"
"3956",2014,"Norway","Females","Total","From 15 to 64 years","Active persons","Thousand",1250200,"no"
"3962",2014,"Switzerland","Total","Total","From 15 to 64 years","Active persons","Thousand",4532300,"ch"
"3968",2014,"Switzerland","Males","Total","From 15 to 64 years","Active persons","Thousand",2417200,"ch"
"3974",2014,"Switzerland","Females","Total","From 15 to 64 years","Active persons","Thousand",2115100,"ch"
"3980",2014,"Montenegro","Total","Total","From 15 to 64 years","Active persons","Thousand",260500,"me"
"3986",2014,"Montenegro","Males","Total","From 15 to 64 years","Active persons","Thousand",143100,"me"
"3992",2014,"Montenegro","Females","Total","From 15 to 64 years","Active persons","Thousand",117400,"me"
"3998",2014,"Serbia","Total","Total","From 15 to 64 years","Active persons","Thousand",3048700,"rs"
"4004",2014,"Serbia","Males","Total","From 15 to 64 years","Active persons","Thousand",1710500,"rs"
"4010",2014,"Serbia","Females","Total","From 15 to 64 years","Active persons","Thousand",1338200,"rs"
"4016",2014,"Turkey","Total","Total","From 15 to 64 years","Active persons","Thousand",28086100,"tr"
"4022",2014,"Turkey","Males","Total","From 15 to 64 years","Active persons","Thousand",19547100,"tr"
"4028",2014,"Turkey","Females","Total","From 15 to 64 years","Active persons","Thousand",8539000,"tr"
"4034",2015,"Belgium","Total","Total","From 15 to 64 years","Active persons","Thousand",4920700,"be"
"4040",2015,"Belgium","Males","Total","From 15 to 64 years","Active persons","Thousand",2639900,"be"
"4046",2015,"Belgium","Females","Total","From 15 to 64 years","Active persons","Thousand",2280800,"be"
"4052",2015,"Bulgaria","Total","Total","From 15 to 64 years","Active persons","Thousand",3276000,"bg"
"4058",2015,"Bulgaria","Males","Total","From 15 to 64 years","Active persons","Thousand",1744200,"bg"
"4064",2015,"Bulgaria","Females","Total","From 15 to 64 years","Active persons","Thousand",1531800,"bg"
"4070",2015,"Czechia","Total","Total","From 15 to 64 years","Active persons","Thousand",5201100,"cz"
"4076",2015,"Czechia","Males","Total","From 15 to 64 years","Active persons","Thousand",2900000,"cz"
"4082",2015,"Czechia","Females","Total","From 15 to 64 years","Active persons","Thousand",2301200,"cz"
"4088",2015,"Denmark","Total","Total","From 15 to 64 years","Active persons","Thousand",2858600,"dk"
"4094",2015,"Denmark","Males","Total","From 15 to 64 years","Active persons","Thousand",1499500,"dk"
"4100",2015,"Denmark","Females","Total","From 15 to 64 years","Active persons","Thousand",1359100,"dk"
"4106",2015,"Estonia","Total","Total","From 15 to 64 years","Active persons","Thousand",654300,"ee"
"4112",2015,"Estonia","Males","Total","From 15 to 64 years","Active persons","Thousand",338300,"ee"
"4118",2015,"Estonia","Females","Total","From 15 to 64 years","Active persons","Thousand",316000,"ee"
"4124",2015,"Ireland","Total","Total","From 15 to 64 years","Active persons","Thousand",2219700,"ie"
"4130",2015,"Ireland","Males","Total","From 15 to 64 years","Active persons","Thousand",1205700,"ie"
"4136",2015,"Ireland","Females","Total","From 15 to 64 years","Active persons","Thousand",1014000,"ie"
"4142",2015,"Greece","Total","Total","From 15 to 64 years","Active persons","Thousand",4738000,"gr"
"4148",2015,"Greece","Males","Total","From 15 to 64 years","Active persons","Thousand",2621300,"gr"
"4154",2015,"Greece","Females","Total","From 15 to 64 years","Active persons","Thousand",2116700,"gr"
"4160",2015,"Spain","Total","Total","From 15 to 64 years","Active persons","Thousand",22767100,"es"
"4166",2015,"Spain","Males","Total","From 15 to 64 years","Active persons","Thousand",12231700,"es"
"4172",2015,"Spain","Females","Total","From 15 to 64 years","Active persons","Thousand",10535400,"es"
"4178",2015,"France","Total","Total","From 15 to 64 years","Active persons","Thousand",29163800,"fr"
"4184",2015,"France","Males","Total","From 15 to 64 years","Active persons","Thousand",15127100,"fr"
"4190",2015,"France","Females","Total","From 15 to 64 years","Active persons","Thousand",14036800,"fr"
"4196",2015,"Croatia","Total","Total","From 15 to 64 years","Active persons","Thousand",1864700,"hr"
"4202",2015,"Croatia","Males","Total","From 15 to 64 years","Active persons","Thousand",997600,"hr"
"4208",2015,"Croatia","Females","Total","From 15 to 64 years","Active persons","Thousand",867100,"hr"
"4214",2015,"Italy","Total","Total","From 15 to 64 years","Active persons","Thousand",24996900,"it"
"4220",2015,"Italy","Males","Total","From 15 to 64 years","Active persons","Thousand",14381700,"it"
"4226",2015,"Italy","Females","Total","From 15 to 64 years","Active persons","Thousand",10615200,"it"
"4232",2015,"Cyprus","Total","Total","From 15 to 64 years","Active persons","Thousand",412700,"cy"
"4238",2015,"Cyprus","Males","Total","From 15 to 64 years","Active persons","Thousand",210400,"cy"
"4244",2015,"Cyprus","Females","Total","From 15 to 64 years","Active persons","Thousand",202300,"cy"
"4250",2015,"Latvia","Total","Total","From 15 to 64 years","Active persons","Thousand",965200,"lv"
"4256",2015,"Latvia","Males","Total","From 15 to 64 years","Active persons","Thousand",486300,"lv"
"4262",2015,"Latvia","Females","Total","From 15 to 64 years","Active persons","Thousand",478900,"lv"
"4268",2015,"Lithuania","Total","Total","From 15 to 64 years","Active persons","Thousand",1434200,"lt"
"4274",2015,"Lithuania","Males","Total","From 15 to 64 years","Active persons","Thousand",710400,"lt"
"4280",2015,"Lithuania","Females","Total","From 15 to 64 years","Active persons","Thousand",723700,"lt"
"4286",2015,"Luxembourg","Total","Total","From 15 to 64 years","Active persons","Thousand",273500,"lu"
"4292",2015,"Luxembourg","Males","Total","From 15 to 64 years","Active persons","Thousand",148900,"lu"
"4298",2015,"Luxembourg","Females","Total","From 15 to 64 years","Active persons","Thousand",124600,"lu"
"4304",2015,"Hungary","Total","Total","From 15 to 64 years","Active persons","Thousand",4482700,"hu"
"4310",2015,"Hungary","Males","Total","From 15 to 64 years","Active persons","Thousand",2425600,"hu"
"4316",2015,"Hungary","Females","Total","From 15 to 64 years","Active persons","Thousand",2057200,"hu"
"4322",2015,"Malta","Total","Total","From 15 to 64 years","Active persons","Thousand",205600,"mt"
"4328",2015,"Malta","Males","Total","From 15 to 64 years","Active persons","Thousand",124800,"mt"
"4334",2015,"Malta","Females","Total","From 15 to 64 years","Active persons","Thousand",80800,"mt"
"4340",2015,"Netherlands","Total","Total","From 15 to 64 years","Active persons","Thousand",8719000,"nl"
"4346",2015,"Netherlands","Males","Total","From 15 to 64 years","Active persons","Thousand",4641100,"nl"
"4352",2015,"Netherlands","Females","Total","From 15 to 64 years","Active persons","Thousand",4077900,"nl"
"4358",2015,"Austria","Total","Total","From 15 to 64 years","Active persons","Thousand",4319100,"at"
"4364",2015,"Austria","Males","Total","From 15 to 64 years","Active persons","Thousand",2286700,"at"
"4370",2015,"Austria","Females","Total","From 15 to 64 years","Active persons","Thousand",2032400,"at"
"4376",2015,"Poland","Total","Total","From 15 to 64 years","Active persons","Thousand",17111700,"pl"
"4382",2015,"Poland","Males","Total","From 15 to 64 years","Active persons","Thousand",9389100,"pl"
"4388",2015,"Poland","Females","Total","From 15 to 64 years","Active persons","Thousand",7722600,"pl"
"4394",2015,"Portugal","Total","Total","From 15 to 64 years","Active persons","Thousand",4949400,"pt"
"4400",2015,"Portugal","Males","Total","From 15 to 64 years","Active persons","Thousand",2501300,"pt"
"4406",2015,"Portugal","Females","Total","From 15 to 64 years","Active persons","Thousand",2448100,"pt"
"4412",2015,"Romania","Total","Total","From 15 to 64 years","Active persons","Thousand",8858200,"ro"
"4418",2015,"Romania","Males","Total","From 15 to 64 years","Active persons","Thousand",5098900,"ro"
"4424",2015,"Romania","Females","Total","From 15 to 64 years","Active persons","Thousand",3759200,"ro"
"4430",2015,"Slovenia","Total","Total","From 15 to 64 years","Active persons","Thousand",991900,"si"
"4436",2015,"Slovenia","Males","Total","From 15 to 64 years","Active persons","Thousand",535500,"si"
"4442",2015,"Slovenia","Females","Total","From 15 to 64 years","Active persons","Thousand",456400,"si"
"4448",2015,"Slovakia","Total","Total","From 15 to 64 years","Active persons","Thousand",2718900,"sk"
"4454",2015,"Slovakia","Males","Total","From 15 to 64 years","Active persons","Thousand",1492500,"sk"
"4460",2015,"Slovakia","Females","Total","From 15 to 64 years","Active persons","Thousand",1226400,"sk"
"4466",2015,"Finland","Total","Total","From 15 to 64 years","Active persons","Thousand",2619300,"fi"
"4472",2015,"Finland","Males","Total","From 15 to 64 years","Active persons","Thousand",1342500,"fi"
"4478",2015,"Finland","Females","Total","From 15 to 64 years","Active persons","Thousand",1276800,"fi"
"4484",2015,"Sweden","Total","Total","From 15 to 64 years","Active persons","Thousand",5043800,"se"
"4490",2015,"Sweden","Males","Total","From 15 to 64 years","Active persons","Thousand",2624200,"se"
"4496",2015,"Sweden","Females","Total","From 15 to 64 years","Active persons","Thousand",2419600,"se"
"4502",2015,"Iceland","Total","Total","From 15 to 64 years","Active persons","Thousand",181400,"is"
"4508",2015,"Iceland","Males","Total","From 15 to 64 years","Active persons","Thousand",93900,"is"
"4514",2015,"Iceland","Females","Total","From 15 to 64 years","Active persons","Thousand",87500,"is"
"4520",2015,"Norway","Total","Total","From 15 to 64 years","Active persons","Thousand",2662200,"no"
"4526",2015,"Norway","Males","Total","From 15 to 64 years","Active persons","Thousand",1400200,"no"
"4532",2015,"Norway","Females","Total","From 15 to 64 years","Active persons","Thousand",1262000,"no"
"4538",2015,"Switzerland","Total","Total","From 15 to 64 years","Active persons","Thousand",4596800,"ch"
"4544",2015,"Switzerland","Males","Total","From 15 to 64 years","Active persons","Thousand",2447500,"ch"
"4550",2015,"Switzerland","Females","Total","From 15 to 64 years","Active persons","Thousand",2149300,"ch"
"4556",2015,"Montenegro","Total","Total","From 15 to 64 years","Active persons","Thousand",264000,"me"
"4562",2015,"Montenegro","Males","Total","From 15 to 64 years","Active persons","Thousand",143900,"me"
"4568",2015,"Montenegro","Females","Total","From 15 to 64 years","Active persons","Thousand",120100,"me"
"4574",2015,"Serbia","Total","Total","From 15 to 64 years","Active persons","Thousand",3019900,"rs"
"4580",2015,"Serbia","Males","Total","From 15 to 64 years","Active persons","Thousand",1695200,"rs"
"4586",2015,"Serbia","Females","Total","From 15 to 64 years","Active persons","Thousand",1324700,"rs"
"4592",2015,"Turkey","Total","Total","From 15 to 64 years","Active persons","Thousand",28903300,"tr"
"4598",2015,"Turkey","Males","Total","From 15 to 64 years","Active persons","Thousand",19910200,"tr"
"4604",2015,"Turkey","Females","Total","From 15 to 64 years","Active persons","Thousand",8993100,"tr"
"4610",2016,"Belgium","Total","Total","From 15 to 64 years","Active persons","Thousand",4929400,"be"
"4616",2016,"Belgium","Males","Total","From 15 to 64 years","Active persons","Thousand",2648800,"be"
"4622",2016,"Belgium","Females","Total","From 15 to 64 years","Active persons","Thousand",2280600,"be"
"4628",2016,"Bulgaria","Total","Total","From 15 to 64 years","Active persons","Thousand",3199600,"bg"
"4634",2016,"Bulgaria","Males","Total","From 15 to 64 years","Active persons","Thousand",1709900,"bg"
"4640",2016,"Bulgaria","Females","Total","From 15 to 64 years","Active persons","Thousand",1489800,"bg"
"4646",2016,"Czechia","Total","Total","From 15 to 64 years","Active persons","Thousand",5226300,"cz"
"4652",2016,"Czechia","Males","Total","From 15 to 64 years","Active persons","Thousand",2905700,"cz"
"4658",2016,"Czechia","Females","Total","From 15 to 64 years","Active persons","Thousand",2320600,"cz"
"4664",2016,"Denmark","Total","Total","From 15 to 64 years","Active persons","Thousand",2933800,"dk"
"4670",2016,"Denmark","Males","Total","From 15 to 64 years","Active persons","Thousand",1531700,"dk"
"4676",2016,"Denmark","Females","Total","From 15 to 64 years","Active persons","Thousand",1402100,"dk"
"4682",2016,"Estonia","Total","Total","From 15 to 64 years","Active persons","Thousand",658100,"ee"
"4688",2016,"Estonia","Males","Total","From 15 to 64 years","Active persons","Thousand",343400,"ee"
"4694",2016,"Estonia","Females","Total","From 15 to 64 years","Active persons","Thousand",314800,"ee"
"4700",2016,"Ireland","Total","Total","From 15 to 64 years","Active persons","Thousand",2260000,"ie"
"4706",2016,"Ireland","Males","Total","From 15 to 64 years","Active persons","Thousand",1221000,"ie"
"4712",2016,"Ireland","Females","Total","From 15 to 64 years","Active persons","Thousand",1039000,"ie"
"4718",2016,"Greece","Total","Total","From 15 to 64 years","Active persons","Thousand",4732000,"gr"
"4724",2016,"Greece","Males","Total","From 15 to 64 years","Active persons","Thousand",2613100,"gr"
"4730",2016,"Greece","Females","Total","From 15 to 64 years","Active persons","Thousand",2118900,"gr"
"4736",2016,"Spain","Total","Total","From 15 to 64 years","Active persons","Thousand",22656500,"es"
"4742",2016,"Spain","Males","Total","From 15 to 64 years","Active persons","Thousand",12120100,"es"
"4748",2016,"Spain","Females","Total","From 15 to 64 years","Active persons","Thousand",10536400,"es"
"4754",2016,"France","Total","Total","From 15 to 64 years","Active persons","Thousand",29207100,"fr"
"4760",2016,"France","Males","Total","From 15 to 64 years","Active persons","Thousand",15128900,"fr"
"4766",2016,"France","Females","Total","From 15 to 64 years","Active persons","Thousand",14078200,"fr"
"4772",2016,"Croatia","Total","Total","From 15 to 64 years","Active persons","Thousand",1806200,"hr"
"4778",2016,"Croatia","Males","Total","From 15 to 64 years","Active persons","Thousand",968300,"hr"
"4784",2016,"Croatia","Females","Total","From 15 to 64 years","Active persons","Thousand",838000,"hr"
"4790",2016,"Italy","Total","Total","From 15 to 64 years","Active persons","Thousand",25243200,"it"
"4796",2016,"Italy","Males","Total","From 15 to 64 years","Active persons","Thousand",14464200,"it"
"4802",2016,"Italy","Females","Total","From 15 to 64 years","Active persons","Thousand",10779000,"it"
"4808",2016,"Cyprus","Total","Total","From 15 to 64 years","Active persons","Thousand",407700,"cy"
"4814",2016,"Cyprus","Males","Total","From 15 to 64 years","Active persons","Thousand",209100,"cy"
"4820",2016,"Cyprus","Females","Total","From 15 to 64 years","Active persons","Thousand",198600,"cy"
"4826",2016,"Latvia","Total","Total","From 15 to 64 years","Active persons","Thousand",957100,"lv"
"4832",2016,"Latvia","Males","Total","From 15 to 64 years","Active persons","Thousand",478700,"lv"
"4838",2016,"Latvia","Females","Total","From 15 to 64 years","Active persons","Thousand",478400,"lv"
"4844",2016,"Lithuania","Total","Total","From 15 to 64 years","Active persons","Thousand",1433200,"lt"
