"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"4974",2016,"Portugal","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"4980",2016,"Portugal","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"4986",2016,"Portugal","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"4992",2016,"Romania","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"4998",2016,"Romania","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"5004",2016,"Romania","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"5010",2016,"Slovenia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"5016",2016,"Slovenia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"5022",2016,"Slovenia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"5028",2016,"Slovakia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"5034",2016,"Slovakia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"5040",2016,"Slovakia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"5046",2016,"Finland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"5052",2016,"Finland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"5058",2016,"Finland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"5064",2016,"Sweden","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"5070",2016,"Sweden","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"5076",2016,"Sweden","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"5082",2016,"Iceland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"5088",2016,"Iceland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"5094",2016,"Iceland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"5100",2016,"Norway","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"5106",2016,"Norway","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"5112",2016,"Norway","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"5118",2016,"Switzerland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"5124",2016,"Switzerland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"5130",2016,"Switzerland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"5136",2016,"Montenegro","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"5142",2016,"Montenegro","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"5148",2016,"Montenegro","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"5154",2016,"Serbia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"5160",2016,"Serbia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"5166",2016,"Serbia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"5172",2016,"Turkey","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"5178",2016,"Turkey","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"5184",2016,"Turkey","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"5190",2017,"Belgium","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"be"
"5196",2017,"Belgium","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"be"
"5202",2017,"Belgium","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"be"
"5208",2017,"Bulgaria","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"bg"
"5214",2017,"Bulgaria","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"bg"
"5220",2017,"Bulgaria","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"bg"
"5226",2017,"Czechia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"cz"
"5232",2017,"Czechia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"cz"
"5238",2017,"Czechia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"cz"
"5244",2017,"Denmark","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"dk"
"5250",2017,"Denmark","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"dk"
"5256",2017,"Denmark","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"dk"
"5262",2017,"Estonia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ee"
"5268",2017,"Estonia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ee"
"5274",2017,"Estonia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ee"
"5280",2017,"Ireland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ie"
"5286",2017,"Ireland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ie"
"5292",2017,"Ireland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ie"
"5298",2017,"Greece","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"gr"
"5304",2017,"Greece","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"gr"
"5310",2017,"Greece","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"gr"
"5316",2017,"Spain","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"es"
"5322",2017,"Spain","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"es"
"5328",2017,"Spain","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"es"
"5334",2017,"France","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"fr"
"5340",2017,"France","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"fr"
"5346",2017,"France","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"fr"
"5352",2017,"Croatia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"hr"
"5358",2017,"Croatia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"hr"
"5364",2017,"Croatia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"hr"
"5370",2017,"Italy","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"it"
"5376",2017,"Italy","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"it"
"5382",2017,"Italy","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"it"
"5388",2017,"Cyprus","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"cy"
"5394",2017,"Cyprus","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"cy"
"5400",2017,"Cyprus","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"cy"
"5406",2017,"Latvia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"lv"
"5412",2017,"Latvia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lv"
"5418",2017,"Latvia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lv"
"5424",2017,"Lithuania","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"lt"
"5430",2017,"Lithuania","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lt"
"5436",2017,"Lithuania","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lt"
"5442",2017,"Luxembourg","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"5448",2017,"Luxembourg","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"5454",2017,"Luxembourg","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"5460",2017,"Hungary","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"5466",2017,"Hungary","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"5472",2017,"Hungary","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"5478",2017,"Malta","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"5484",2017,"Malta","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"5490",2017,"Malta","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"5496",2017,"Netherlands","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"5502",2017,"Netherlands","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"5508",2017,"Netherlands","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"5514",2017,"Austria","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"5520",2017,"Austria","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"5526",2017,"Austria","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"5532",2017,"Poland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"5538",2017,"Poland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"5544",2017,"Poland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"5550",2017,"Portugal","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"5556",2017,"Portugal","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"5562",2017,"Portugal","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"5568",2017,"Romania","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"5574",2017,"Romania","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"5580",2017,"Romania","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"5586",2017,"Slovenia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"5592",2017,"Slovenia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"5598",2017,"Slovenia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"5604",2017,"Slovakia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"5610",2017,"Slovakia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"5616",2017,"Slovakia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"5622",2017,"Finland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"5628",2017,"Finland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"5634",2017,"Finland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"5640",2017,"Sweden","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"5646",2017,"Sweden","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"5652",2017,"Sweden","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"5658",2017,"Iceland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"5664",2017,"Iceland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"5670",2017,"Iceland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"5676",2017,"Norway","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"5682",2017,"Norway","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"5688",2017,"Norway","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"5694",2017,"Switzerland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"5700",2017,"Switzerland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"5706",2017,"Switzerland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"5712",2017,"Montenegro","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"5718",2017,"Montenegro","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"5724",2017,"Montenegro","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"5730",2017,"Serbia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"5736",2017,"Serbia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"5742",2017,"Serbia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"5748",2017,"Turkey","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"5754",2017,"Turkey","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"5760",2017,"Turkey","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
