"","TIME","GEO","SEX","CITIZEN","AGE","WSTATUS","UNIT","Value","isoref"
"3144",2013,"Luxembourg","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"3150",2013,"Luxembourg","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"3156",2013,"Hungary","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"3162",2013,"Hungary","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"3168",2013,"Hungary","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"3174",2013,"Malta","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"3180",2013,"Malta","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"3186",2013,"Malta","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"3192",2013,"Netherlands","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"3198",2013,"Netherlands","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"3204",2013,"Netherlands","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"3210",2013,"Austria","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"3216",2013,"Austria","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"3222",2013,"Austria","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"3228",2013,"Poland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"3234",2013,"Poland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"3240",2013,"Poland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"3246",2013,"Portugal","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"3252",2013,"Portugal","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"3258",2013,"Portugal","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"3264",2013,"Romania","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"3270",2013,"Romania","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"3276",2013,"Romania","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"3282",2013,"Slovenia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"3288",2013,"Slovenia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"3294",2013,"Slovenia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"3300",2013,"Slovakia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"3306",2013,"Slovakia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"3312",2013,"Slovakia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"3318",2013,"Finland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"3324",2013,"Finland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"3330",2013,"Finland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"3336",2013,"Sweden","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"3342",2013,"Sweden","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"3348",2013,"Sweden","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"3354",2013,"Iceland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"3360",2013,"Iceland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"3366",2013,"Iceland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"3372",2013,"Norway","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"3378",2013,"Norway","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"3384",2013,"Norway","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"3390",2013,"Switzerland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"3396",2013,"Switzerland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"3402",2013,"Switzerland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"3408",2013,"Montenegro","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"3414",2013,"Montenegro","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"3420",2013,"Montenegro","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"3426",2013,"Serbia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"3432",2013,"Serbia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"3438",2013,"Serbia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"3444",2013,"Turkey","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"3450",2013,"Turkey","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"3456",2013,"Turkey","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"3462",2014,"Belgium","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"be"
"3468",2014,"Belgium","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"be"
"3474",2014,"Belgium","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"be"
"3480",2014,"Bulgaria","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"bg"
"3486",2014,"Bulgaria","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"bg"
"3492",2014,"Bulgaria","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"bg"
"3498",2014,"Czechia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"cz"
"3504",2014,"Czechia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"cz"
"3510",2014,"Czechia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"cz"
"3516",2014,"Denmark","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"dk"
"3522",2014,"Denmark","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"dk"
"3528",2014,"Denmark","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"dk"
"3534",2014,"Estonia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ee"
"3540",2014,"Estonia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ee"
"3546",2014,"Estonia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ee"
"3552",2014,"Ireland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ie"
"3558",2014,"Ireland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ie"
"3564",2014,"Ireland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ie"
"3570",2014,"Greece","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"gr"
"3576",2014,"Greece","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"gr"
"3582",2014,"Greece","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"gr"
"3588",2014,"Spain","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"es"
"3594",2014,"Spain","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"es"
"3600",2014,"Spain","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"es"
"3606",2014,"France","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"fr"
"3612",2014,"France","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"fr"
"3618",2014,"France","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"fr"
"3624",2014,"Croatia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"hr"
"3630",2014,"Croatia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"hr"
"3636",2014,"Croatia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"hr"
"3642",2014,"Italy","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"it"
"3648",2014,"Italy","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"it"
"3654",2014,"Italy","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"it"
"3660",2014,"Cyprus","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"cy"
"3666",2014,"Cyprus","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"cy"
"3672",2014,"Cyprus","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"cy"
"3678",2014,"Latvia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"lv"
"3684",2014,"Latvia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lv"
"3690",2014,"Latvia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lv"
"3696",2014,"Lithuania","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"lt"
"3702",2014,"Lithuania","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lt"
"3708",2014,"Lithuania","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lt"
"3714",2014,"Luxembourg","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"3720",2014,"Luxembourg","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"3726",2014,"Luxembourg","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"3732",2014,"Hungary","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"3738",2014,"Hungary","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"3744",2014,"Hungary","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"3750",2014,"Malta","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"3756",2014,"Malta","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"3762",2014,"Malta","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"3768",2014,"Netherlands","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"3774",2014,"Netherlands","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"3780",2014,"Netherlands","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"3786",2014,"Austria","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"3792",2014,"Austria","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"3798",2014,"Austria","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"3804",2014,"Poland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"3810",2014,"Poland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"3816",2014,"Poland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"3822",2014,"Portugal","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"3828",2014,"Portugal","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"3834",2014,"Portugal","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"3840",2014,"Romania","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"3846",2014,"Romania","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"3852",2014,"Romania","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"3858",2014,"Slovenia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"3864",2014,"Slovenia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"3870",2014,"Slovenia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"3876",2014,"Slovakia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"3882",2014,"Slovakia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"3888",2014,"Slovakia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"3894",2014,"Finland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"3900",2014,"Finland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"3906",2014,"Finland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"3912",2014,"Sweden","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"3918",2014,"Sweden","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"3924",2014,"Sweden","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"3930",2014,"Iceland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"3936",2014,"Iceland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"3942",2014,"Iceland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"3948",2014,"Norway","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"3954",2014,"Norway","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"3960",2014,"Norway","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"3966",2014,"Switzerland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"3972",2014,"Switzerland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"3978",2014,"Switzerland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"3984",2014,"Montenegro","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"3990",2014,"Montenegro","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"3996",2014,"Montenegro","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"4002",2014,"Serbia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"4008",2014,"Serbia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"4014",2014,"Serbia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"4020",2014,"Turkey","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"4026",2014,"Turkey","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"4032",2014,"Turkey","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"4038",2015,"Belgium","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"be"
"4044",2015,"Belgium","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"be"
"4050",2015,"Belgium","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"be"
"4056",2015,"Bulgaria","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"bg"
"4062",2015,"Bulgaria","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"bg"
"4068",2015,"Bulgaria","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"bg"
"4074",2015,"Czechia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"cz"
"4080",2015,"Czechia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"cz"
"4086",2015,"Czechia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"cz"
"4092",2015,"Denmark","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"dk"
"4098",2015,"Denmark","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"dk"
"4104",2015,"Denmark","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"dk"
"4110",2015,"Estonia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ee"
"4116",2015,"Estonia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ee"
"4122",2015,"Estonia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ee"
"4128",2015,"Ireland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ie"
"4134",2015,"Ireland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ie"
"4140",2015,"Ireland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ie"
"4146",2015,"Greece","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"gr"
"4152",2015,"Greece","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"gr"
"4158",2015,"Greece","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"gr"
"4164",2015,"Spain","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"es"
"4170",2015,"Spain","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"es"
"4176",2015,"Spain","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"es"
"4182",2015,"France","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"fr"
"4188",2015,"France","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"fr"
"4194",2015,"France","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"fr"
"4200",2015,"Croatia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"hr"
"4206",2015,"Croatia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"hr"
"4212",2015,"Croatia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"hr"
"4218",2015,"Italy","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"it"
"4224",2015,"Italy","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"it"
"4230",2015,"Italy","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"it"
"4236",2015,"Cyprus","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"cy"
"4242",2015,"Cyprus","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"cy"
"4248",2015,"Cyprus","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"cy"
"4254",2015,"Latvia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"lv"
"4260",2015,"Latvia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lv"
"4266",2015,"Latvia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lv"
"4272",2015,"Lithuania","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"lt"
"4278",2015,"Lithuania","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lt"
"4284",2015,"Lithuania","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lt"
"4290",2015,"Luxembourg","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"4296",2015,"Luxembourg","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"4302",2015,"Luxembourg","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"4308",2015,"Hungary","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"4314",2015,"Hungary","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"4320",2015,"Hungary","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"4326",2015,"Malta","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"4332",2015,"Malta","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"4338",2015,"Malta","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"4344",2015,"Netherlands","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"4350",2015,"Netherlands","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"4356",2015,"Netherlands","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"4362",2015,"Austria","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"4368",2015,"Austria","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"4374",2015,"Austria","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"4380",2015,"Poland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"4386",2015,"Poland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"4392",2015,"Poland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"4398",2015,"Portugal","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"4404",2015,"Portugal","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"4410",2015,"Portugal","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"pt"
"4416",2015,"Romania","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"4422",2015,"Romania","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"4428",2015,"Romania","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ro"
"4434",2015,"Slovenia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"4440",2015,"Slovenia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"4446",2015,"Slovenia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"si"
"4452",2015,"Slovakia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"4458",2015,"Slovakia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"4464",2015,"Slovakia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"sk"
"4470",2015,"Finland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"4476",2015,"Finland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"4482",2015,"Finland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"fi"
"4488",2015,"Sweden","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"4494",2015,"Sweden","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"4500",2015,"Sweden","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"se"
"4506",2015,"Iceland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"4512",2015,"Iceland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"4518",2015,"Iceland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"is"
"4524",2015,"Norway","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"4530",2015,"Norway","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"4536",2015,"Norway","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"no"
"4542",2015,"Switzerland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"4548",2015,"Switzerland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"4554",2015,"Switzerland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ch"
"4560",2015,"Montenegro","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"4566",2015,"Montenegro","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"4572",2015,"Montenegro","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"me"
"4578",2015,"Serbia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"4584",2015,"Serbia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"4590",2015,"Serbia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"rs"
"4596",2015,"Turkey","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"4602",2015,"Turkey","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"4608",2015,"Turkey","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"tr"
"4614",2016,"Belgium","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"be"
"4620",2016,"Belgium","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"be"
"4626",2016,"Belgium","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"be"
"4632",2016,"Bulgaria","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"bg"
"4638",2016,"Bulgaria","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"bg"
"4644",2016,"Bulgaria","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"bg"
"4650",2016,"Czechia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"cz"
"4656",2016,"Czechia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"cz"
"4662",2016,"Czechia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"cz"
"4668",2016,"Denmark","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"dk"
"4674",2016,"Denmark","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"dk"
"4680",2016,"Denmark","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"dk"
"4686",2016,"Estonia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ee"
"4692",2016,"Estonia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ee"
"4698",2016,"Estonia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ee"
"4704",2016,"Ireland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"ie"
"4710",2016,"Ireland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"ie"
"4716",2016,"Ireland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"ie"
"4722",2016,"Greece","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"gr"
"4728",2016,"Greece","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"gr"
"4734",2016,"Greece","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"gr"
"4740",2016,"Spain","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"es"
"4746",2016,"Spain","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"es"
"4752",2016,"Spain","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"es"
"4758",2016,"France","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"fr"
"4764",2016,"France","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"fr"
"4770",2016,"France","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"fr"
"4776",2016,"Croatia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"hr"
"4782",2016,"Croatia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"hr"
"4788",2016,"Croatia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"hr"
"4794",2016,"Italy","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"it"
"4800",2016,"Italy","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"it"
"4806",2016,"Italy","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"it"
"4812",2016,"Cyprus","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"cy"
"4818",2016,"Cyprus","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"cy"
"4824",2016,"Cyprus","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"cy"
"4830",2016,"Latvia","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"lv"
"4836",2016,"Latvia","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lv"
"4842",2016,"Latvia","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lv"
"4848",2016,"Lithuania","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"lt"
"4854",2016,"Lithuania","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lt"
"4860",2016,"Lithuania","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lt"
"4866",2016,"Luxembourg","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"4872",2016,"Luxembourg","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"4878",2016,"Luxembourg","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"lu"
"4884",2016,"Hungary","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"4890",2016,"Hungary","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"4896",2016,"Hungary","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"hu"
"4902",2016,"Malta","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"4908",2016,"Malta","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"4914",2016,"Malta","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"mt"
"4920",2016,"Netherlands","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"4926",2016,"Netherlands","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"4932",2016,"Netherlands","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"nl"
"4938",2016,"Austria","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"4944",2016,"Austria","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"4950",2016,"Austria","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"at"
"4956",2016,"Poland","Total","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"4962",2016,"Poland","Males","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
"4968",2016,"Poland","Females","Total","From 15 to 64 years","Unknown","Thousand",0,"pl"
